"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","Hà Nội","Ha Noi",,,,,
"02","Long Biên","Long Bien",,,,,
"03","Gia Lâm","Gia Lam",,,,,
"04","Yên Viên","Yen Vien",,,,,
"05","Cổ Loa","Co Loa",,,,,
"06","Đông Anh","Dong Anh",,,,,
"07","Bắc Hồng","Bac Hong",,,,,
"08","Thạch Lỗi","Thach Loi",,,,,
"09","Phúc Yên","Phuc Yen",,,,,
"0a","Hương Canh","Huong Canh",,,,,
"0b","Vĩnh Yên","Vinh Yen",,,,,
"0c","Hướng Lại","Huong Lai",,,,,
"0d","Bạch Hạc","Bach Hac",,,,,
"0e","Việt Trì","Viet Tri",,,,,
"0f","Phủ Đức","Phu Duc",,,,,
"0g","Tiên Kiên","Tien Kien",,,,,
"0h","Phú Thọ","Phu Tho",,,,,
"0i","Chí Chủ","Chi Chu",,,,,
"0j","Vũ Ẻn","Vu En",,,,,
"0k","Ấm Thượng","Am Thuong",,,,,
"0l","Đoan Thượng","Doan Thuong",,,,,
"0m","Văn Phú","Van Phu",,,,,
"0n","Yên Bái","Yen Bai",,,,,
"0o","Cổ Phúc","Co Phuc",,,,,
"0p","Ngòi Hóp","Ngoi Hop",,,,,
"0q","Mậu A","Mau A",,,,,
"0r","Mậu Đông","Mau Dong",,,,,
"0s","Trái Hút","Trai Hut",,,,,
"0t","Lâm Giang","Lam Giang",,,,,
"0u","Lang Khay","Lang Khay",,,,,
"0v","Lang Thíp","Lang Thip",,,,,
"0w","Bảo Hà","Bao Ha",,,,,
"0x","Thái Văn","Thai Van",,,,,
"0y","Cầu Nhô","Cau Nho",,,,,
"0z","Phố Lu","Pho Lu",,,,,
"10","Lạng","Lang",,,,,
"11","Thái Niên","Thai Nien",,,,,
"12","Làng Giàng","Lang Giang",,,,,
"13","Lào Cai","Lao Cai",,,,,
"14","Biên giới (Trung Quốc)","Border (China)",,,,,
