"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","계양","Gyeyang",,,,,
"02","귤현","Gyulhyeon",,,,,
"03","박촌","Bakchon",,,,,
"04","임학","Imhak",,,,,
"05","계산","Gyesan",,,,,
"06","경인교대입구","Gyeongin Nat'l Univ. of Education",,,,,
"07","작전","Jakjeon",,,,,
"08","갈산","Galsan",,,,,
"09","부평구청","Bupyeong-gu Office",,,,,
"0a","부평시장","Bupyeong Market",,,,,
"0b","부평","Bupyeong",,,,,
"0c","동수","Dongsu",,,,,
"0d","부평삼거리","Bupyeongsamgeori",,,,,
"0e","간석오거리","Ganseogogeori",,,,,
"0f","인천시청","Incheon City Hall",,,,,
"0g","예술회관","Culture & Arts Center",,,,,
"0h","인천터미널","Incheon Bus Terminal",,,,,
"0i","문학경기장","Munhak Sports Complex",,,,,
"0j","선학","Seonhak",,,,,
"0k","신연수","Sinyeonsu",,,,,
"0l","원인재","Woninjae",,,,,
"0m","동춘","Dongchun",,,,,
"0n","동막","Dongmak",,,,,
"0o","캠퍼스타운","Campus Town",,,,,
"0p","테크노파크","Technopark",,,,,
"0q","지식정보단지","BIT Zone",,,,,
"0r","인천대입구","Incheon Nat'l Univ.",,,,,
"0s","센트럴파크","Central Park",,,,,
"0t","국제업무지구","Int'l Business District",,,,,
