"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","ธนบุรี","Thon Buri",,,,,
"02","จรัญสนิทวงศ์","Jaran Sanitwong",,,,,
"03","บางระมาด","Bang Ramat",,,,,
"04","ชุมทางตลิ่งชัน","Taling Chan Junction",,,,,
"05","บ้านฉิมพลี","Ban Chimphli",,,,,
"06","พุทธมณฑล สาย 2","Phutthamonthon Sai 2",,,,,
"07","ศาลาธรรมสพน์","Sala Thammasop",,,,,
"08","ศาลายา","Salaya",,,,,
"09","วัดสุวรรณ","Wat Suwan",,,,,
"0a","คลองมหาสวัสดิ์","Khlong Maha Sawat",,,,,
"0b","วัดงิ้วราย","Wat Ngiu Rai",,,,,
"0c","นครชัยศรี","Nakhon Chai Si",,,,,
"0d","ท่าแฉลบ","Tha Chalaep",,,,,
"0e","ต้นสำโรง","Ton Samrong",,,,,
"0f","นครปฐม","Nakhon Pathom",,,,,
"0g","พระราชวังสนามจันทร์","Sanam Chandra Palace",,,,,
"0h","โพรงมะเดื่อ","Phrong Maduea",,,,,
"0i","คลองบางตาล","Khlong Bang Tan",,,,,
"0j","ชุมทางหนองปลาดุก","Nong Pla Duk Junction",,,,,
"0k","บ้านโป่ง","Ban Pong",,,,,
"0l","นครชุมน์","Nakhon Chum",,,,,
"0m","คลองตาคด","Khlong Ta Khot",,,,,
"0n","โพธาราม","Photharam",,,,,
"0o","เจ็ดเสมียน","Chet Samian",,,,,
"0p","บ้านกล้วย","Ban Kluay",,,,,
"0q","สะพานจุฬาลงกรณ์","Saphan Chulalongkorn",,,,,
"0r","ราชบุรี","Ratchaburi",,,,,
"0s","บ้านคูบัว","Ban Khu Bua",,,,,
"0t","บ่อตะคร้อ","Bo Takhro",,,,,
"0u","บ้านป่าไก่","Ban Pa Kai",,,,,
"0v","ปากท่อ","Pak Tho",,,,,
"0w","ห้วยโรง","Huai Rong",,,,,
"0x","บางเค็ม","Bang Khem",,,,,
"0y","เขาย้อย","Khao Yoi",,,,,
"0z","หนองปลาไหล","Nong Pla Lai",,,,,
"10","บางจาก","Bang Chak",,,,,
"11","เพชรบุรี","Phetchaburi",,,,,
"12","เขาทโมน","Khao Thamon",,,,,
"13","หนองไม้เหลือง","Nong Mai Luang",,,,,
"14","หนองจอก","Nong Chok",,,,,
"15","หนองศาลา","Nong Sala",,,,,
"16","ชะอำ","Cha-am",,,,,
"17","ห้วยทรายเหนือ","Huai Sai Nua",,,,,
"18","ห้วยทรายใต้","Huai Sai Tai",,,,,
"19","หัวหิน","Hua Hin",,,,,
"1a","หนองแก","Nong Kae",,,,,
"1b","สวนสนประดิพัทธ์","Suan Son Pradiphat",,,,,
"1c","เขาเต่า","Khao Tao",,,,,
"1d","วังก์พง","Wang Phong",,,,,
"1e","ปราณบุรี","Pran Buri",,,,,
"1f","ห้วยขวาง","Huai Khwang",,,,,
"1g","หนองคาง","Nong Khang",,,,,
"1h","สามร้อยยอด","Sam Roi Yot",,,,,
"1i","สามกระทาย","Sam Krathai",,,,,
"1j","กุยบุรี","Kui Buri",,,,,
"1k","บ่อนอก","Bo Nok",,,,,
"1l","ทุ่งมะเม่า","Thung Mamao",,,,,
"1m","คั่นกระได","Khan Kradai",,,,,
"1n","ประจวบคีรีขันธ์","Prachuap Khiri Khan",,,,,
"1o","หนองหิน","Nong Hin",,,,,
"1p","หว้ากอ","Whagor",,,,,
"1q","วังด้วน","Wang Duan",,,,,
"1r","ห้วยยาง","Huai Yang",,,,,
"1s","ทุ่งประดู่","Thung Pradu",,,,,
"1t","ทับสะแก","Thap Sakae",,,,,
"1u","ดอนทราย","Don Sai",,,,,
"1v","โคกตาหอม","Khok Ta Hom",,,,,
"1w","บ้านกรูด","Ban Krut",,,,,
"1x","หนองมงคล","Nong Mongkhon",,,,,
"1y","นาผักขวง","Na Phak Khuang",,,,,
"1z","บางสะพานใหญ่","Bang Saphan Yai",,,,,
"20","หินกอง","Hin Gong",,,,,
